id_invoice,issuedDate,address,company,companyEmail,country,contact,name,service,total,discount,tax,invoiceStatus,balance,dueDate,client
15,2023-03-12,"938 Daniel Mall, Jameston, AZ 64339","Garza, Lawson and Williams",nathanroberts@jackson.biz,Denmark,001-228-216-8645x4465,Ashley Miller,AI Solution,4794.35,796.01,156.35,Pending,4154.69,2023-04-07,Company C
79,2022-09-13,"146 Nelson Springs, Sethbury, MT 11466",Stephenson PLC,josephmiller@anderson-gutierrez.com,Cape Verde,7077066553,Heather Krueger,Mobile App Development,4765.13,401.8,398.14,Overdue,4761.47,2022-09-27,Company B
74,2022-07-20,"6909 Vanessa Hills Apt. 908, North Jacquelineview, OR 86651",Andrews-Morales,dgrant@kelley.com,Gambia,(214)669-6011,Erin Roach,Web Development,1740.11,61.82,72.37,Overdue,1750.66,2022-08-10,Company E
64,2023-05-29,"739 Joe Forges Suite 501, West Aaron, OK 33526",Chapman and Sons,kathysolis@krueger-conley.info,Poland,(223)789-8502x4615,April Peterson,Web Development,2090.53,177.88,94.78,Paid,2007.43,2023-06-08,Company A
55,2022-08-14,"4537 White Walks, New Larryburgh, LA 64876","Zavala, Hernandez and Hubbard",andersonsusan@smith.com,Palau,001-856-478-0771x113,Dalton Gallegos,Web Development,1962.7,118.22,25.67,Overdue,1870.15,2022-09-13,Company A
53,2022-09-22,"653 Kim Center Suite 716, Collinstown, MS 29107",Reilly and Sons,robertsanchez@myers.info,Paraguay,5756151508,John Spencer,IoT Solution,7718.85,720.82,212.83,Paid,7210.86,2022-10-13,Company D
19,2022-07-18,"16616 Ryan Hollow Suite 977, Marktown, MO 01214",Vaughn LLC,samuel94@walker.com,Iraq,001-708-963-4907x337,Stacey Flores,UI/UX Design,237.57,14.22,13.85,Pending,237.2,2022-07-29,Company B
78,2022-08-18,"326 Francis Pine Apt. 387, West Briannaland, WI 61460",Villarreal LLC,ryanangela@jackson.com,Timor-Leste,+1-425-269-5021x2253,Kristin Stewart,Mobile App Development,1168.38,166.57,82.85,Paid,1084.66,2022-08-31,Company C
37,2023-04-18,"495 Eugene Lane, Thomastown, NC 67580",Whitehead LLC,nthompson@williams.biz,Samoa,(314)448-7408,Amy Robinson,IoT Solution,5111.89,779.74,346.07,Overdue,4678.22,2023-04-25,Company B
99,2022-09-02,"27294 Mary Village Apt. 045, West Raven, MS 70778",Lopez PLC,richardvaughan@nelson.com,Netherlands,(601)439-6605,Kenneth Lewis,E-commerce Development,2205.05,18.37,168.03,Overdue,2354.71,2022-09-25,Company C
100,2023-05-25,"8623 John Drive Apt. 735, North Michaelville, AK 04559",Powell-Roberts,nicolecabrera@adams.com,Pakistan,(813)285-5108x6443,Wendy Guerrero,IoT Solution,4057.63,645.45,6.01,Overdue,3418.19,2023-06-02,Company E
70,2022-11-26,"774 John Viaduct Apt. 778, Samanthaview, RI 41691","Wilkins, Williams and Alexander",sarah69@ritter.com,Somalia,441.281.2575,Bryan Garcia,Mobile App Development,2099.41,311.79,74.61,Overdue,1862.23,2022-12-18,Company D
32,2022-09-30,"07912 Ryan Club, Juliehaven, TX 86425","Moore, French and Hernandez",scott40@haynes-dougherty.com,Gibraltar,001-411-459-9609x38657,Joann Jones,Web Development,532.91,87.44,37.83,Paid,483.3,2022-10-19,Company D
22,2023-01-16,"61830 Johnson Overpass, Port Christian, SD 62226",Hall Inc,jakeatkins@wade.com,United States Virgin Islands,9115525293,Holly Armstrong,E-commerce Development,4957.91,456.51,329.86,Paid,4831.26,2023-01-24,Company E
44,2022-09-28,"7287 Scott Shore Apt. 358, Lake Samantha, MH 35827",Garcia-Williams,calhountrevor@barrera.biz,Denmark,001-813-844-1475x8969,Laura Jacobs,E-commerce Development,3042.31,594.01,30.83,Pending,2479.13,2022-10-15,Company B
21,2022-09-07,"12107 Gabriel Branch, Hancockchester, VT 35338",Morales-Burns,mendezrobert@nash.com,Moldova,+1-229-235-2313x18534,Michelle Morrison,Web Development,2264.62,187.67,182.32,Paid,2259.27,2022-10-07,Company D
89,2023-04-29,"227 Guerrero Stravenue, Bishopton, IL 76231","Fischer, Campbell and Harris",adamsjonathan@chandler.com,Equatorial Guinea,795-737-0778,Anna Meyers,IoT Solution,6314.77,378.25,350.44,Pending,6286.96,2023-05-26,Company E
26,2023-06-15,"87394 John Springs Suite 122, Burnsmouth, WY 24832",Cole-Garcia,mperez@sandoval.com,Zambia,001-252-805-5074x235,Mary Francis,IoT Solution,2794.15,278.77,226.2,Overdue,2741.58,2023-07-09,Company D
44,2023-06-26,"5010 Perry Manors, East Jason, AR 18918",Bridges Ltd,youngjoshua@davis.com,Lithuania,001-702-430-1495x1522,Jennifer Berry,AI Solution,9997.62,535.23,70.47,Paid,9532.86,2023-07-26,Company A
98,2023-05-25,"3357 Robert Mountain, Lake Michelle, ID 92412","Bush, Romero and Howell",emily27@odom.com,Cuba,641.930.5806,Wendy Chan,Web Development,1078.16,57.73,7.82,Paid,1028.25,2023-06-19,Company C
25,2023-04-10,"1515 Brian Landing, Kimstad, MH 63109",Lawson and Sons,tsmith@rodriguez.net,Zimbabwe,+1-959-845-5012x3834,James Sexton,Mobile App Development,2625.67,443.99,82.84,Paid,2264.52,2023-05-04,Company A
56,2022-10-28,"805 Price Locks, East Elizabeth, PA 39519",Hobbs-Odom,nortonbrandon@rose.com,Cook Islands,996-359-6230x95704,Alyssa Gutierrez,AI Solution,5376.74,666.1,456.36,Pending,5167.0,2022-11-07,Company E
5,2023-03-19,"86687 Allison Trace Suite 573, Camposfurt, LA 11697",Wang-Haley,flemingjohn@gonzalez.biz,Lithuania,500.538.3086x509,David Roth,E-commerce Development,2851.04,417.71,41.68,Overdue,2475.01,2023-04-11,Company A
55,2023-03-02,"3806 Benitez Lane Suite 066, Port Williammouth, PR 59084","Nichols, Edwards and Howard",kimberly49@young.com,Bahamas,971-789-6211x66773,Jennifer Gray,Web Development,2006.64,38.41,133.74,Pending,2101.97,2023-03-28,Company B
59,2022-09-28,"191 Cummings Plains, Davidside, PR 96585","Flowers, Moss and Mckinney",nicoleshepherd@cardenas.com,Guinea,4545833442,Michael Mckinney,AI Solution,3722.03,199.83,169.54,Overdue,3691.74,2022-10-13,Company D
97,2023-01-26,"03457 Kevin Harbor Suite 076, Elizabethburgh, MT 96966",Berg-Nixon,steven37@taylor-patterson.com,Cote d'Ivoire,966-471-2714x242,Henry Charles,E-commerce Development,4932.31,388.53,239.96,Overdue,4783.74,2023-02-08,Company D
93,2022-08-01,"889 Jill Neck Suite 497, Trujilloville, DE 68430",Black-Gomez,morganbrandon@hampton.com,Greenland,+1-664-813-4741,Jerry Summers,E-commerce Development,2258.36,47.77,93.49,Overdue,2304.08,2022-08-22,Company A
2,2023-05-11,"USS Summers, FPO AP 82418","Robertson, Roberts and Winters",caroline13@rubio.com,Norway,001-642-868-9323,Joe Brooks,Web Development,2055.43,83.01,72.56,Overdue,2044.98,2023-05-21,Company D
75,2023-03-22,"28779 Colton Green Suite 674, Lake Valerieland, ND 79710",Craig-Pacheco,charles72@rogers.com,Pakistan,970-856-1904x57012,Patrick Kim,Web Development,2399.08,459.48,127.08,Overdue,2066.68,2023-04-03,Company E
40,2023-02-07,"7826 Stevenson Avenue Apt. 330, Meadowsville, VI 76341","Leach, Faulkner and White",christine46@williams-sharp.com,Qatar,562-651-2409x393,Gregory Lopez,Mobile App Development,2773.4,144.97,172.63,Overdue,2801.06,2023-03-01,Company B
92,2023-02-06,"4256 Arnold Square Apt. 368, West Susanton, NV 86554","Hughes, Hoffman and Potts",wgarcia@simmons-king.info,Guinea-Bissau,001-443-335-1104x561,Scott Strong,AI Solution,9132.36,359.17,45.22,Overdue,8818.41,2023-02-28,Company C
45,2023-01-13,"275 Gross Meadow Apt. 144, Port Christineberg, OH 92474",Gonzalez Group,kristin57@lin.com,Australia,(811)342-6543x7853,Caroline Harding,Mobile App Development,1438.43,24.33,109.8,Paid,1523.9,2023-02-10,Company E
65,2023-04-07,"96787 Cunningham Coves Suite 888, Bradleyview, ID 97295",Palmer Group,graywilliam@smith.biz,Malta,001-921-303-7308x47536,Anthony King,UI/UX Design,910.72,115.24,21.88,Overdue,817.36,2023-04-29,Company C
5,2022-08-06,"39464 Joseph Pike Apt. 029, West Suzanne, MP 72203","Atkinson, Mcdonald and Fields",pauldavidson@dean.org,Papua New Guinea,001-937-694-5325x67031,Victor Floyd,UI/UX Design,655.8,38.83,30.56,Paid,647.53,2022-08-28,Company C
17,2023-05-05,"PSC 0783, Box 4315, APO AA 57373","Burch, Ryan and Edwards",tamibyrd@fernandez-douglas.net,Bolivia,001-881-957-2412x7839,Nicole Phillips,UI/UX Design,915.05,128.65,8.07,Paid,794.47,2023-05-27,Company C
94,2023-01-31,"1107 Sydney Hollow Suite 036, Lake Ashley, AS 88152",Patterson and Sons,jeremiahjordan@johnston-watson.org,Jordan,(234)464-0795,Richard Moses,Mobile App Development,3943.21,280.51,101.48,Paid,3764.18,2023-02-27,Company E
81,2022-11-24,"PSC 7321, Box 4661, APO AA 28892",Sharp Inc,murillokaren@gonzalez.com,Bermuda,(789)688-2117x23492,Whitney Smith,IoT Solution,2475.12,95.02,99.45,Overdue,2479.55,2022-12-14,Company B
91,2022-07-28,"88739 Kent Brook, Bakerbury, CA 64551",Nguyen-Foster,brian26@reyes.net,Chad,394-598-1036,Jessica Dorsey,IoT Solution,2202.21,418.62,149.71,Pending,1933.3,2022-08-15,Company C
47,2022-07-24,"60099 Steven Landing, Waltersshire, NE 57213",Johns Ltd,adam34@melton.com,Croatia,+1-468-544-8563x29265,Sydney Ortiz,E-commerce Development,1449.69,123.39,63.9,Pending,1390.2,2022-08-05,Company A
47,2022-11-10,"4991 Lee Crescent, Morenoborough, NJ 47054","Hinton, Gomez and Lucas",michaelthomas@aguirre-lindsey.com,Greece,580-296-1664x5026,Stephanie Gordon,Mobile App Development,4095.63,214.12,249.91,Paid,4131.42,2022-11-25,Company E
37,2022-07-23,"63978 Brenda Shoal, North Caitlinfort, NV 36657","Calderon, Singh and Crawford",andrewcarson@hamilton-collier.biz,Iran,001-542-377-1411x209,Michael Reed,Web Development,1918.58,164.91,19.14,Pending,1772.81,2022-08-04,Company E
74,2023-06-27,"181 Ryan Islands Suite 507, South Karl, NE 34671","Moore, Barajas and Clayton",angie47@schneider-ramirez.com,Saint Martin,860-323-5927x25407,Daniel Duncan,Web Development,1805.88,263.07,137.47,Overdue,1680.28,2023-07-13,Company C
31,2023-03-08,"49948 Lawrence Street, Walkerburgh, CA 91365",Blackwell-Davidson,emilylee@murphy.com,Marshall Islands,+1-970-563-0316x3686,Logan Glass,Web Development,1548.33,64.18,37.51,Paid,1521.66,2023-04-06,Company E
14,2022-09-21,"2666 Johnston Shore, West Tylerfurt, NJ 58383",Terry PLC,austin51@coleman.biz,Namibia,336.483.5110,Rachel Pugh,Mobile App Development,4321.95,98.01,338.58,Overdue,4562.52,2022-10-01,Company D
47,2023-05-14,"776 Lisa Course, Lake Lauramouth, VI 85686",Payne and Sons,leah71@ramos.net,Reunion,848.824.6527,Monica Jackson,AI Solution,8786.06,611.5,296.25,Pending,8470.81,2023-06-05,Company E
91,2023-01-28,"PSC 3559, Box 0160, APO AE 48669",Yang-Davis,kennethreed@smith.biz,Malaysia,+1-844-915-8859,William Schultz,Mobile App Development,3396.88,634.43,332.25,Pending,3094.7,2023-02-21,Company C
39,2023-02-07,"21793 Timothy Lights, Elizabethchester, DE 01015",Hensley-Kaufman,gabriel35@braun-brooks.com,Burkina Faso,001-972-241-3815x565,Sandra Gonzalez,Mobile App Development,4296.82,325.04,149.45,Paid,4121.23,2023-02-17,Company B
66,2022-12-08,"1155 Reed Key, Lake Brendaton, AL 50499",Sandoval-Green,stephen70@anderson.com,Japan,205-937-1697x93194,Madison Vargas,UI/UX Design,296.06,32.7,6.12,Pending,269.48,2022-12-29,Company E
16,2022-09-25,"3088 Kelly Squares, West Susan, OR 17972",Johnson-Collins,mjohnson@elliott.com,Denmark,+1-669-214-9760,Cindy Wood,Web Development,502.12,95.31,29.13,Pending,435.94,2022-10-11,Company C
60,2022-10-08,"1149 Williams Plain Suite 185, North Lindsayside, NE 72396",Carter-Johnson,daniel63@smith-stein.com,Uganda,394-894-5251,Renee Rivera,AI Solution,7009.46,504.25,620.42,Paid,7125.63,2022-10-25,Company B
86,2022-07-31,"430 Brooke Shoals Apt. 291, New Cindyport, NH 50867",Garcia PLC,taylorwanda@davis.com,Slovenia,001-879-596-3756,Sandra Herrera,Web Development,755.73,112.48,49.92,Paid,693.17,2022-08-24,Company A
17,2022-08-29,"0721 Sharon Keys, Lake Davidberg, AZ 23424",Hernandez Inc,justin42@mata.org,Serbia,001-750-413-7255,Theresa Wilson,AI Solution,7670.07,863.82,388.1,Overdue,7194.35,2022-09-23,Company A
96,2022-09-16,"513 Erin Landing, Mariafort, OH 67156","Robinson, Buck and Hart",aaron43@thompson.com,Russian Federation,(215)410-9608x064,Mr. Scott Wilson,Mobile App Development,1420.86,178.64,129.97,Overdue,1372.19,2022-09-27,Company D
93,2022-10-17,"0273 Christian Groves, South Christinachester, IA 24821",Christian-Butler,ashleywalsh@walker.org,Kuwait,8953933728,Brandon Daniel,E-commerce Development,1005.23,53.91,26.43,Pending,977.75,2022-11-09,Company C
1,2023-02-01,"0191 Carter Villages, Clarkburgh, AS 52541","Williams, Payne and Lewis",davidwelch@martinez-rodriguez.biz,Niue,001-419-767-5135x6251,Trevor Chaney,AI Solution,9481.14,1226.38,529.77,Paid,8784.53,2023-02-28,Company B
8,2023-04-27,"856 Jill Trace Apt. 358, East Johnland, CT 42656",Mason-Diaz,smithkelsey@terry.com,Italy,766-884-8199x582,Tracy Simmons,IoT Solution,6563.91,801.46,551.07,Pending,6313.52,2023-05-05,Company C
62,2022-07-31,"78502 Santiago Inlet Suite 040, Boydtown, LA 67853","Gordon, Ryan and Mcgee",farrellrandy@pacheco-stout.org,Belize,582-262-2877,Trevor Cruz,UI/UX Design,780.76,82.26,6.09,Overdue,704.59,2022-08-14,Company C
53,2022-08-30,"86689 Candace Lake Apt. 533, Ayerschester, OR 69123",Davis Group,maria19@santana-klein.com,Cyprus,001-557-715-7172x292,Laura Bradley,AI Solution,6668.86,773.22,266.44,Paid,6162.08,2022-09-06,Company E
4,2022-07-23,"36529 Roy Vista Suite 899, Jonesmouth, OR 13928",Williams-Moore,matthewrowland@lester.org,Tuvalu,001-821-406-1884,Peter Cruz,UI/UX Design,536.53,15.09,41.14,Pending,562.58,2022-08-07,Company C
56,2022-10-15,"399 Mathew Street, Port Anna, ID 78444","Aguilar, Baker and Thompson",lucasfuller@meza.biz,Croatia,679.950.7130,Mark Matthews,Web Development,2821.91,340.64,32.0,Overdue,2513.27,2022-11-07,Company A
50,2023-02-16,"1236 Taylor Meadow Apt. 982, New Michaelhaven, RI 49235",Rhodes-Porter,pateldwayne@frey-mcgee.info,Congo,(977)841-4079,Janet Wright,E-commerce Development,3937.25,38.06,273.96,Paid,4173.15,2023-03-11,Company E
11,2022-08-26,"36652 Maria Isle Suite 783, Kiddfort, SD 44930",Richards Group,debra24@anderson.info,Uruguay,5314622782,Alexandria Brown,Web Development,1418.91,110.26,90.16,Overdue,1398.81,2022-09-14,Company D
79,2023-04-26,"PSC 4203, Box 5524, APO AE 05749",James Ltd,richardsonlindsay@sosa.com,Pitcairn Islands,529.446.6418x27055,Lori Lewis,Mobile App Development,3772.75,252.83,167.15,Pending,3687.07,2023-05-05,Company A
30,2022-11-13,"12552 David Lake Suite 127, North Robin, MN 04385",Cox Inc,bradshawjessica@young-trevino.com,Holy See (Vatican City State),940-718-2210x8616,Tara Schwartz,Web Development,2504.87,64.94,13.46,Paid,2453.39,2022-11-24,Company A
67,2022-10-16,"2129 Jennifer Drive Apt. 960, Lake Emily, MA 63114","Woods, James and Keith",armstrongstephen@alvarado-carter.com,Costa Rica,(359)455-3466x731,Steve Buchanan,Web Development,1930.89,19.58,171.07,Paid,2082.38,2022-10-26,Company C
82,2023-05-17,"27370 Jason Isle, Lopezshire, MO 13880",Carlson LLC,iwilkerson@anderson-wilson.com,Angola,(581)454-0529x7775,Mark Miller,AI Solution,4000.32,566.84,186.5,Pending,3619.98,2023-06-14,Company B
90,2023-02-27,"018 Juan Isle Apt. 937, New Tracy, KY 46121",Davis-Thomas,jennifer83@miranda-madden.biz,China,+1-568-338-9380,Selena Downs,Mobile App Development,2681.6,151.22,96.21,Pending,2626.59,2023-03-28,Company E
44,2022-08-16,"622 Carolyn Crossing Apt. 678, West Christina, AL 44415",Juarez-Sampson,buckleymary@byrd.com,Venezuela,+1-346-638-2363x598,Juan Frazier,IoT Solution,6430.52,9.85,179.26,Pending,6599.93,2022-09-10,Company D
73,2022-08-21,"6548 Aaron Dale, Port Alexandraview, SC 28213",Jacobson-West,josephpeterson@sullivan.com,Netherlands Antilles,244.846.6686x239,Julie Newman,AI Solution,6457.5,1168.19,556.28,Pending,5845.59,2022-08-30,Company E
55,2022-11-17,"312 Brown Canyon, New Jasonfort, AK 65552",Munoz and Sons,daniellerice@parker.com,Algeria,+1-620-599-9572x375,Catherine Lawson,IoT Solution,6756.56,1118.26,343.07,Pending,5981.37,2022-12-10,Company E
5,2022-09-15,"96161 Christopher Groves, East Mary, UT 98531",Mitchell-Stewart,williamcaldwell@bailey-greene.com,Bhutan,582.320.4144x60011,Bobby Hicks,IoT Solution,6580.26,95.3,351.94,Paid,6836.9,2022-10-05,Company A
62,2023-03-29,"838 Kim Turnpike, Johnton, MN 53869",Jones-Gutierrez,dawncampbell@cohen-thompson.com,Guernsey,001-445-754-7232,Christopher Pham,IoT Solution,7115.92,36.28,201.57,Paid,7281.21,2023-04-08,Company C
75,2022-08-11,"79856 Murphy Lock, Davidhaven, IL 27290","Martinez, Turner and Jones",kellymcintosh@rios.com,United States Virgin Islands,+1-667-557-7798,Matthew Walsh,AI Solution,8550.04,298.42,709.68,Pending,8961.3,2022-08-28,Company D
11,2022-09-17,"703 Morrison Forest Suite 653, West Christopherton, WA 45266","Snyder, Carter and Flynn",dalebyrd@howe.net,Cambodia,896-314-9420x39109,Scott Nelson,Mobile App Development,1896.32,362.24,0.19,Paid,1534.27,2022-10-07,Company E
16,2022-09-12,"USNV Bryant, FPO AP 40142",White-Melendez,darren43@stewart-gutierrez.com,Canada,794-310-9681x2947,Brenda Joyce,Mobile App Development,3449.67,260.93,16.3,Overdue,3205.04,2022-09-20,Company D
70,2023-04-28,"1453 Jennifer Island, Ramseyfurt, MP 99438",Johnson-Pacheco,jennifer08@gordon.com,Rwanda,(221)470-4939,Julie Johns,E-commerce Development,1248.11,246.31,54.92,Pending,1056.72,2023-05-21,Company A
9,2023-01-13,"0471 Michael Junctions, Jacobsonmouth, CT 01233",Williams Group,lindsayhorton@durham.com,Libyan Arab Jamahiriya,662-938-1747x307,Vanessa Curtis,AI Solution,8838.32,1543.31,248.49,Paid,7543.5,2023-01-29,Company E
20,2022-07-17,"USCGC Hanson, FPO AE 13842","Johnson, Estrada and Lopez",joseph37@mckinney.com,Rwanda,236-971-8883x6726,Tammy Shelton,E-commerce Development,2260.22,266.6,225.19,Pending,2218.81,2022-08-15,Company E
85,2023-04-27,"30076 Miles Harbors, Stoneport, WA 90616",Burke and Sons,rachel58@farley.biz,Armenia,372-281-4404,Dylan Brown,IoT Solution,6058.19,962.2,331.5,Paid,5427.49,2023-05-06,Company B
70,2022-12-01,"PSC 6964, Box 9836, APO AA 48115",Vaughn Ltd,sarah86@gonzales-sandoval.org,Bulgaria,(247)565-1457x73363,Megan English,Mobile App Development,1796.93,250.86,157.92,Paid,1703.99,2022-12-20,Company C
37,2023-02-17,"836 Curtis Overpass, Amandatown, TX 77702",Robinson LLC,fpope@horn.org,Zimbabwe,(352)448-4412x126,Andrew Walker,UI/UX Design,587.5,104.78,45.65,Overdue,528.37,2023-03-01,Company B
36,2022-07-24,"4249 Melissa Parks Suite 788, South Nicholas, WV 03819",Cox-Cannon,jenniferperez@gonzalez-lee.com,Angola,001-429-272-0918x282,Elizabeth Hancock,AI Solution,3937.21,191.01,295.07,Pending,4041.27,2022-08-08,Company D
29,2023-03-03,"PSC 1900, Box 6049, APO AP 96701",Maxwell-Wood,herreracharles@brooks.com,Nepal,838-644-2325,Jason Duncan,E-commerce Development,4198.49,272.58,372.61,Pending,4298.52,2023-03-27,Company C
30,2022-07-16,"0586 David Meadow Apt. 547, Andrewsland, MA 55090",Baker PLC,wilsonalicia@hernandez.com,Namibia,9825936509,Jeffrey Wyatt,IoT Solution,6797.6,968.93,17.57,Overdue,5846.24,2022-07-23,Company C
83,2022-07-11,"586 Hickman River Suite 599, East Sandrafort, GU 67660",Peterson Ltd,sduncan@liu.net,South Georgia and the South Sandwich Islands,+1-213-926-0001x735,Brenda Wells,Web Development,1727.03,180.19,102.3,Pending,1649.14,2022-07-24,Company D
66,2023-03-14,"353 Max Village, Adamsshire, NY 19840","Woods, Johnson and Alvarez",zjohnson@long-murphy.info,Hong Kong,+1-456-541-7358,Thomas Bowman,UI/UX Design,936.82,8.44,1.65,Paid,930.03,2023-03-23,Company B
24,2023-07-09,"992 Elizabeth Row Suite 758, New John, GA 67535","Brown, Stone and Benson",travismurphy@scott.com,India,274-490-3362,Juan Williams,UI/UX Design,482.99,49.03,32.17,Overdue,466.13,2023-07-16,Company A
70,2022-09-08,"102 Lisa Extensions Apt. 502, West Gabrielle, IA 72772",Smith Group,frank07@armstrong-oliver.org,Monaco,(766)315-1750x187,Robert Torres,E-commerce Development,1154.47,175.3,111.89,Overdue,1091.06,2022-09-30,Company C
81,2023-06-23,"049 Diana Forks, Moralesmouth, NC 17782","Mills, Gray and Simpson",zmoore@harrington.com,Lao People's Democratic Republic,+1-735-927-6808,Mary Herrera,UI/UX Design,441.51,69.41,18.17,Overdue,390.27,2023-07-01,Company A
63,2022-09-28,"188 Clayton Parks, East Calebfort, AZ 26984","West, Lyons and Miller",elliserin@mills.biz,Nicaragua,(820)818-0448x433,Morgan Curry,Mobile App Development,3350.69,338.67,288.91,Pending,3300.93,2022-10-15,Company B
38,2023-01-30,"7398 Sharon Walks, Wattsside, IN 08969","Goodwin, Johnson and Walker",saundersjanet@hudson.net,Swaziland,(943)537-9878x4998,Sandra Harris,Web Development,626.87,59.7,33.77,Paid,600.94,2023-02-15,Company B
21,2023-03-08,"6202 Dana Mission, Stevenport, MA 27331","Morales, Sanchez and Ramirez",brian57@gonzales.com,France,501-611-0015x341,Amanda Spencer,AI Solution,8035.35,339.28,29.12,Paid,7725.19,2023-03-31,Company B
69,2022-12-10,"Unit 8107 Box 9104, DPO AA 35216","Parker, Patterson and Schmidt",timothy24@stewart.com,France,(739)280-5631x123,Robert Thompson,UI/UX Design,368.69,62.67,22.27,Paid,328.29,2023-01-07,Company A
90,2023-04-17,"86625 Salinas Station Apt. 619, West Paulahaven, MN 95072",Flowers-Ryan,ortizrobert@peck-brown.com,Venezuela,(494)262-9027,Stephanie Guerra,Mobile App Development,2319.93,114.1,206.74,Paid,2412.57,2023-05-01,Company E
89,2022-11-13,"PSC 8564, Box 2775, APO AE 34876",White-Roberson,usanchez@sanchez.com,Netherlands,997.887.3005x3828,Devon Baker PhD,AI Solution,3025.44,205.07,203.4,Overdue,3023.77,2022-12-10,Company B
26,2023-07-08,"57930 Taylor Mountains, Brandiberg, PA 27806",Horton-Humphrey,ronald07@hall-simon.com,Cyprus,217.991.8372x893,Melissa Scott,E-commerce Development,2475.31,266.49,89.4,Overdue,2298.22,2023-07-23,Company A
10,2023-06-10,"870 Ford Meadow, New Stephenmouth, ID 76579",Carr-Mills,anthony30@herrera.net,South Africa,+1-864-333-4209x230,Juan Lamb,AI Solution,7355.85,525.44,562.91,Overdue,7393.32,2023-06-29,Company B
75,2023-03-31,"369 Gail Course Apt. 932, West Austin, AR 63185","Reyes, Schmidt and White",richardsonjoseph@nelson.com,Cote d'Ivoire,633-853-4221x964,Robert Hines,IoT Solution,6189.01,559.07,362.6,Overdue,5992.54,2023-04-21,Company A
82,2023-01-08,"PSC 1691, Box 6734, APO AA 92608","Brown, Davis and Pierce",xkennedy@hall-smith.biz,Taiwan,5814744584,Kristin Strong,E-commerce Development,4931.65,105.77,30.7,Paid,4856.58,2023-01-27,Company D
91,2023-01-15,"PSC 7914, Box 2979, APO AE 22601",Powers-Velazquez,vhurst@sanders.com,Netherlands Antilles,001-651-274-6262x58181,Nancy Diaz,E-commerce Development,1552.09,170.12,64.52,Pending,1446.49,2023-02-01,Company E
68,2022-07-31,"16941 Garcia River, Martineztown, UT 81603","Chavez, Myers and Love",ggalvan@bates-grimes.biz,Holy See (Vatican City State),293-636-6738,Patrick Cooper,AI Solution,6719.86,1044.59,279.96,Pending,5955.23,2022-08-27,Company B
2,2022-12-07,"2865 Frank Way, New Carriefurt, PA 61146",Burgess-Houston,faithwilson@gilbert.com,Montserrat,543.267.9523x1109,James Cardenas,Web Development,843.51,150.05,5.84,Pending,699.3,2022-12-19,Company B
48,2022-07-24,"565 Sandra Course Suite 818, Jaredborough, MP 68019","Barnes, Lara and Grimes",johnsonjohn@montoya.net,Belize,+1-473-934-7135x868,Andrew Esparza,AI Solution,8173.54,877.67,485.77,Paid,7781.64,2022-08-13,Company D
11,2022-12-05,"954 Hernandez Fork Apt. 060, Myerstown, CO 66916",Fitzpatrick-Bruce,ashleymurray@valentine-hardin.info,Cameroon,343.840.8000x5049,Paul Shields,Mobile App Development,2867.87,3.16,11.89,Overdue,2876.6,2023-01-01,Company C
30,2023-04-10,"6567 Delgado Underpass Suite 621, Port Jordanborough, AR 78948",Miller Group,akennedy@butler.net,Afghanistan,777-877-0071,George Wyatt,Mobile App Development,1701.7,338.75,83.17,Overdue,1446.12,2023-04-18,Company D
8,2022-12-07,"Unit 8750 Box 0430, DPO AE 81708","Stout, Osborn and Valenzuela",janicegreen@carlson.com,Nigeria,448-461-9542x091,Justin Soto,UI/UX Design,773.07,101.46,1.58,Overdue,673.19,2023-01-02,Company B
79,2023-06-02,"173 Jeffrey Burgs Suite 921, Jaimeshire, AS 57647",Anderson Group,sanchezteresa@mckenzie.com,Seychelles,207.467.1655,Alexander Jenkins,Web Development,877.29,30.76,68.64,Overdue,915.17,2023-06-18,Company E
24,2023-06-01,"74910 Chelsea Harbors, West Kimberlyberg, IN 27450",Bennett-Brown,melvin77@lopez-reynolds.com,Maldives,+1-909-821-8650,Hannah Roach,E-commerce Development,4071.64,28.01,71.11,Pending,4114.74,2023-06-24,Company B
59,2023-02-11,"1575 Smith Forks Apt. 440, Cameronside, AL 22009",Serrano-Lambert,hoffmanbarbara@james.com,Venezuela,(987)930-0406,Richard Hill,IoT Solution,4213.75,389.62,141.09,Pending,3965.22,2023-02-26,Company D
96,2022-12-23,"Unit 5329 Box 0717, DPO AA 35584","Lyons, Allen and Adams",jillnelson@vazquez.com,Costa Rica,(377)858-8280,Jennifer Gallagher,E-commerce Development,2057.21,341.8,169.91,Paid,1885.32,2023-01-09,Company D
92,2022-09-27,"1069 Clayton Mountain Suite 640, Davidfurt, SC 11579",Wilson and Sons,sperez@padilla.com,Portugal,+1-384-493-3293x44111,Katherine White MD,Web Development,1248.36,229.74,12.83,Paid,1031.45,2022-10-14,Company D
51,2023-06-09,"58059 Katherine Cliff Suite 837, Owensmouth, OK 84584","Chandler, Vaughn and Beasley",ohill@stephenson.com,Saint Kitts and Nevis,(450)799-1733,Megan Walls,Mobile App Development,1590.52,294.79,78.32,Paid,1374.05,2023-06-16,Company D
40,2022-10-22,"3001 Cummings Squares, Rickyberg, ID 37664",Wilcox-Hamilton,dakota11@bennett.com,Turkmenistan,385.929.0626x1481,Brittany Morton,IoT Solution,3205.13,102.34,157.51,Overdue,3260.3,2022-10-31,Company D
